post_shortcode,commenter_username,comment_text,comment_likes
DHjSCYmxG8N,ritanagan,"Oh, Mr. Empathetic Tough Guy.",0
DHjSCYmxG8N,slim_poke69,I love my President! :United_States::red_heart::United_States:,0
DHjSCYmxG8N,vinyl_ben,Game show host who wants to be a dictator,0
DHjSCYmxG8N,myaltere.go,:nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::pig::pig::pig::pig::pig::pig:,0
DHjSCYmxG8N,marty.french,Guess this is better than paying him to be at his own golf course?,2
DHjSCYmxG8N,democracy.for.us3,,0
DHjSCYmxG8N,katharinakx,Trump is a legend,24
DHjSCYmxG8N,ah280867,"When looking on the #Russian clown, :Russia::clown_face:Trump :clown_face::Russia: I’m with #Eisenhower: ""Suppose you see a bird waddling around on a farm. This bird doesn't have a label that says 'duck.' Yet this bird clearly looks like a duck. As it walks to the pond, you also notice that it swims like a #duck. Then it opens its beak and quacks like a duck. Well, by this point, you've probably come to the conclusion that the bird is a duck, regardless of whether it's labeled or not."" 
—
The Russian clown #Trump is a Russian agent and a threat to the United States of America. He did everything to our country, which would have been on the task list of a Russian #agent.
—

""We do not have to invade the United States, we will destroy you from within.""
-Nikita Khrushchev, 1956 

#usa #gop #whitehouse #treason",0
DHjSCYmxG8N,frederic.lafaurie,:face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting:,0
DHjSCYmxG8N,brettginny,Bernie is on :fire:! Fighting the rich!,0
DHjSCYmxG8N,mercy_luv23,My President:clapping_hands::clapping_hands:,1
DHjSCYmxG8N,xiquetcastro,:red_heart::red_heart::red_heart::red_heart::red_heart::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States:,0
DHjSCYmxG8N,swd19,"As if you’ve ever done anything athletic in your entire life, cheeseburger veins.",0
DHjSCYmxG8N,jparrbu99,Jackass has nothing better to do?,0
DHjSCYmxG8N,benjaminst.claire,What a G,0
DHjSCYmxG8N,about_mahdiiii,"May God not remove the shadow of Trump from the earth, please clarify the task of Iran and as soon as possible, President",0
DHjSCYmxG8N,lilybutepic,,0
DHjSCYmxG8N,lars.hub,What the hell is this?,0
DHjSCYmxG8N,notsadienotsaidy,BIG L NOT A LITTLE ONE,0
DHjSCYmxG8N,jeanbettim,,0
